Index,Platform,Year of first publishment,Articles,Article links,Age (for whom to be protected),For whom to use/control the safety features,WhoUseControl,SafetyFeatures,Problemarea,Content,Contact,Conduct,Contract,Circulation,Quotes
Meta7,Meta,2024,Visibility of your teen's images on Instagram,https://help.instagram.com/514520825226629/?helpref=search&query=teen&search_session_id=a2bf3bf8ea1c5debe7fbc0da7bd42645&sr=10,Teens (13-15),Platform,Platform,Data Privacy Controls,Data Access,,,PRIVATE_ACCOUNT,,,"If you are under 16 when you sign up for an Instagram account, you’ll have the option to choose between a public or private account, but Private is selected by default."
Meta75,Meta,2024,About Instagram Teen Accounts,https://help.instagram.com/995996839195964/?helpref=search&query=teen&search_session_id=a2bf3bf8ea1c5debe7fbc0da7bd42645&sr=6,Teens (13-17),Platform,Platform,Data Privacy Controls,Data Access,,,PRIVATE_ACCOUNT,,,"New accounts: When teens 13-17 sign up for a new Instagram account, they will be defaulted to private accounts. Teens under 16 will need their parent’s or guardian’s permission to switch their accounts to public. Teens 16-17 can change their accounts to public without permission, unless they have set up supervision with their parent or guardian.
Existing accounts: With the introduction of Teen Accounts, existing accounts for teens under 16 will be set to private, even if their accounts were previously public. They will need their parent’s or guardian’s permission to change their accounts to public. Teens 16-17 with existing public accounts will not be automatically set to private accounts, and they can keep their accounts public without permission."
Meta76,Meta,2024,About Instagram teen privacy and safety settings,https://help.instagram.com/3237561506542117/?helpref=search&query=teen&search_session_id=a2bf3bf8ea1c5debe7fbc0da7bd42645&sr=2,Teens (13-17),Platform,Platform,Data Privacy Controls,Data Access,,,PRIVATE_ACCOUNT,,,"Private Accounts
Teens under 18 years old have their account set to private as a default when they join Instagram. Private accounts let people control who sees or responds to their content. Learn more about private Instagram accounts."
Meta90,Meta,2024,How Meta products and tools support age-appropriate experiences,https://about.meta.com/actions/safety/resource/f/871648470589685/,Teens (13-17),Platform,Platform,Data Privacy Controls,Data Access,,,,,,"Privacy settings for teens
by default
When they first join Instagram and
Facebook, teens 16 and under (or 18
in certain countries) are defaulted
into private accounts and other more
private settings."
Snapchat11,Snapchat,2024,New Features to Help Protect Our Community,https://values.snap.com/news/new-features-to-help-protect-our-community?lang=en-US,Teens (13-17),Platform,Platform,Data Privacy Controls,Data Access,,"NO_PUBLIC_FRIEND_LIST, LOCATION_SHARING_ONLY_WITH_FRIENDS",,,,"We have never offered public friend lists. We send all Snapchatters – including teens – regular reminders to check their account security and privacy settings, and only allow Snapchatters to share their location with friends."
Snapchat13,Snapchat,2024,"Snapchat offers older teens 16+ an introduction to responsible public sharing with enhanced safeguards, education, and new parental tools",https://values.snap.com/news/public-profiles-16-17?lang=en-US,Teens (16-17),Platform/Teen,Platform & Teens,Data Privacy Controls,Data Access,,,,,"PUBLIC_STORY_POSSIBLE, PUBLIC_SPOTLIGHT_POSSIBLE, PUBLIC_CONTENT_RECOMMENDATION_ONLY_TO_FOLLOWERS_AND_MUTUAL_FRIENDS, NO_VISIBILITY_OF_NUMBER_OF_FAVORITES_ON_CONTENT","Designed for engagement from real friends: By default, all Snapchatters can only communicate directly with their mutually accepted friends or contacts saved in their phone. With public-posting options, older teens are able to receive Story replies on their public Stories from those who follow them, but cannot engage in direct chat conversations from those replies. Replies are filtered before they reach the creator – and that filtering is even stricter for Snapchatters ages 16 and 17. Snapchatters even have the option to turn off replies all together, or to block various terms to help them keep interactions respectful and fun. These Story replies from those who follow them are kept completely separate from Snapchatters' private conversations in their chat feed, and we have additional protections to help prevent content shared publicly from being a vector for unwanted friend requests from adults outside of a teens real friend network.  Limited distribution: Public Stories from 16- and 17-year olds will only be recommended to Snapchatters who are already their friends or followers, and to other Snapchatters with whom they share mutual friends. These public Stories are not distributed to the wider community in “Discover,” the section of our app where Snapchatters find a personalized viewing experience with content that’s relevant for them. Minimal metrics: Snapchatters ages 16 - 17 will not see how many people “favorited” their Stories or Spotlights, keeping the focus on creativity over pressure to collect public approval metrics. "
Snapchat14,Snapchat,2024,SPS 2024 | New Ways for Creators to Build a Community & Find Success,https://newsroom.snap.com/sps-2024-new-ways-for-creators,Teens (16-17),Platform/Teen,Platform & Teens,Data Privacy Controls,Data Access,,EASY_TOGGLE_BETWEEN_PRIVATE_AND_PUBLIC_CONTENT,,,,"A new simplified profile design allows Snapchatters 16 and older to easily toggle between their personal and public accounts. If they want to connect with their real friends – personal. And if they choose to reach a wider audience – public. For Snapchatters aged 16 and 17, the highest privacy safety settings are on by default. "
Snapchat14,Snapchat,2024,SPS 2024 | New Ways for Creators to Build a Community & Find Success,https://newsroom.snap.com/sps-2024-new-ways-for-creators,Teens (16-17),Platform/Teen,Platform & Teens,Data Privacy Controls,Data Access,,,,HIGHEST_PRIVACY_SETTINGS,,
Snapchat17,Snapchat,2024,Snapchat Brings Location Sharing to Family Center,https://newsroom.snap.com/new-location-sharing-features-family-center,Teens (13-17),Platform/Teen,Platform & Teens,Data Privacy Controls,Data Access,,"DEFAULT_NO_LOCATION_SHARING, NO_LOCATION_SHARING_WITH_NON-FRIENDS",REMINDERS_TO_REVIEW_LOCATION_SHARING_SETTINGS,,,"On Snapchat, location sharing is always off by default, and there is no option to ever share location with someone who is not an accepted friend. For people who do share their location with all of their Snapchat friends, we’re adding new in-app reminders to review their selections. Snapchatters will see a pop up when they add a new friend who may be outside their real world network, prompting them to be extra thoughtful about their settings. "
Snapchat19,Snapchat,2024,How do I make a privacy request for my teen?,https://help.snapchat.com/hc/en-us/articles/28013038693908-How-do-I-make-a-privacy-request-for-my-teen,Teens (13-17),Parents/Teen,Parents & Teens,Data Privacy Controls,Data Access,,,,"REQUEST_TO_ACCESS_OWN_INFORMATION, REQUEST_TO_DOWNLOAD_OWN_INFORMATION, REQUEST_TO_DELETE_OWN_INFORMATION, PARENTAL_REQUEST_TO_ACCESS_TEENS_INFORMATION, PARENTAL_REQUEST_TO_DOWNLOAD_TEENS_INFORMATION, PARENTAL_REQUEST_TO_DELETE_TEENS_INFORMATION",,"Depending on the state in which the Snapchatter resides, parents and legal guardians of Snapchatters ages 13-17 may submit privacy requests on their teen’s behalf. These requests may include options to access, download, and delete your teen’s information, including the deletion of their Snapchat account. Your teen can also exercise the same privacy rights."
Snapchat26,Snapchat,2025,How do I get visibility into my teen’s location through Family Center?,https://help.snapchat.com/hc/en-us/articles/32758431822868-How-do-I-get-visibility-into-my-teen-s-location-through-Family-Center,Teens (13-17),Parents,Parents,Data Privacy Controls,Data Access,,PARENTAL_REQUEST_TO_SEE_TEENS_LOCATION,,,,"In Family Center, you can send a request to your teen asking them to share their live location."
Snapchat3,Snapchat,2021,Introducing Friend Check Up,https://newsroom.snap.com/introducing-friend-check-up,Teens (13-17),Platform,Platform,Data Privacy Controls,Data Access,,,,,NO_BROWSABLE_PUBLIC_PROFILES,There are no browsable public profiles for Snapchatters under 18
Snapchat32,Snapchat,N/A,How is posting publicly for 16-17 year olds different than posting publicly for 18+?,https://help.snapchat.com/hc/en-us/articles/30741509382420-How-is-posting-publicly-for-16-17-year-olds-different-than-posting-publicly-for-18,Teens (16-17),Platform,Platform,Data Privacy Controls,Data Access,,"NO_PUBLIC_POST_TO_SNAP_MAP, ONLY_STORY_REPLIES_FROM_FOLLOWERS, ONLY_CHATS_WITH_REPLIERS_THAT_ARE_FRIENDS","PUBLIC_PROFILE_PHOTO, PUBLIC_COVER_PHOTO, PUBLIC_BIO, ADD_SNAPS_TO_PUBLIC_PAGE, POST_PUBLIC_STORY, POST_PUBLIC_SPOTLIGHT, VIEW_STORY_REPLIES_AND_COMMENTS, QUOTE_STORY_REPLIES_AND_COMMENTS, VIEW_PUBLIC_STORIES_ANALYTICS, VIEW_PUBLIC_SPLOTLIGHT_ANALYTICS, DEFAULT_NO_PUBLIC_SPOTLIGHT",HIGHEST_PRIVACY_SETTINGS,NO_REMIXING_OF_THEIR_CONTENT,"16-17 year olds will be able to do the following, all while maintaining the highest privacy settings by default: Add a profile photo, cover photo, and bio to the publicly viewable content page within their profile
Add or save Snaps to this publicly viewable page within their profile
Post videos to Spotlight with their username shown
Post to a public Story
View and quote Story replies and comments
View analytics about their public Stories and Spotlights"
Snapchat35,Snapchat,2023,About Profiles on Snapchat,https://help.snapchat.com/hc/en-us/articles/7012292808596-About-Profiles-on-Snapchat,Teens (13-15),Platform,Platform,Data Privacy Controls,Data Access,,NO_PUBLIC_PROFILE,,,,Public Profiles enable Snapchatters ages 16 and older in certain countries to share their creativity publicly and grow an audience on Snapchat. 
Snapchat7,Snapchat,2023,SPS 2023: New Programs and Features for Creators,https://newsroom.snap.com/sps-2023-new-programs-and-features-for-creators,Teens (13-17),Platform,Platform,Data Privacy Controls,Data Access,,NO_PUBLIC_STORIES,,,NO_PUBLIC_STORIES,"Starting today, Snapchatters aged 18 or older will be able to post their own Public Story with a simple tap. Open the camera, create a Snap, and choose to share it with friends or add it to your Public Story, all from the same account."
Snapchat8,Snapchat,2023,New features and transparency measures to comply with the EU's Digital Services Act,https://newsroom.snap.com/digital-services-act-snap,Teens (13-17),Platform,Platform,Ads Personalization Settings,Monetization,,,,LESS_ADS_PERSONALIZATION_OPTIONS,,"Restricting personalised advertising for Snapchatters aged 13 - 17 in the EU and UK - Most targeting and optimisation tools will no longer be available for advertisers to personalise ads for Snapchatters in the EU and UK under the age of 18. Now, personalisation of ads to these Snapchatters will be limited to basic essential information, like language settings, age and location."
Snapchat8_2,Snapchat,2023,Updating our Advertising in Europe and the UK,https://values.snap.com/news/updating-our-advertising-in-europe-and-uk-2023?lang=en-GB,Teens (13-17),Platform,Platform,Ads Personalization Settings,Monetization,,,,LESS_ADS_PERSONALIZATION_OPTIONS,,"we will be implementing changes to the way we show ads to Snapchatters under the age of 18 in the EU and UK. As a result, most targeting and optimisation tools for advertisers will no longer be available for personalising ads to these teen Snapchatters."
Snapchat8_2_1,Snapchat,2022,Introducing Family Centre on Snapchat,https://values.snap.com/news/introducing-family-center-on-snapchat?lang=en-GB,Teens (13-17),Platform,Platform,Data Privacy Controls,Data Access,,"DEFAULT_MESSAGING_WITH_FRIENDS_ONLY, PRIVATE_FRIENDS_LISTS, _NO_PUBLIC_PROFILES, LIMITED_DISCOVERABILITY_IN_SEARCH, LIMITED_PROFILE_SUGGESTING",,,,"By default, teens have to be mutual friends before they can start communicating with each other. Friend lists are private, and we don't allow teens to have public profiles."
Snapchat8_2_1_1,Snapchat,2024,Parent's Guide: Snapchat's Family Center,https://assets.ctfassets.net/gqgsr8avay9x/53kgZIyFD6i4TbPpgzK5r2/4e679d035e89ebda2ab1b47e1c9f1428/20220728_SNAP_FamilyCenter_ParentsGuide.pdf?lang=en-GB,Teens (13-17),Platform,Platform,Data Privacy Controls,Data Access,,"DEFAULT_MESSAGING_WITH_FRIENDS_ONLY, PRIVATE_FRIENDS_LISTS, _NO_PUBLIC_PROFILES, LIMITED_DISCOVERABILITY_IN_SEARCH, LIMITED_PROFILE_SUGGESTING",,,,"We require teens to mutually accept each other as friends in order to begin communicating. By default, Snapchatters under 18 must opt-in to being friends in order to start chatting with each other.
We ban public profiles for minors and friend lists are private. We intentionally make it harder for strangers to find minors by banning public profiles for people under 18, and for all Snapchatters, friend lists are private.
We limit discoverability for teens to people they likely know. Teens only show up as a ""suggested friend"" or in search results in limited instances, like if they have mutual friends in common. "
TikTok1,TikTok,2019,musical.ly’s agreement with FTC,https://newsroom.tiktok.com/en-us/musical-lys-agreement-with-ftc ,ChildrenUnder13,Platform,Platform,Data Privacy Controls,Data Access,,"PERSONAL_VIDEO_SHARING_RESTRICTIONS, INFORMATION_SHARING_SUSPENSION",,NO_PROFILE,,The new environment for younger users does not permit the sharing of personal information
TikTok14,TikTok,2020,Supporting youth and families on TikTok,https://newsroom.tiktok.com/en-us/supporting-youth-and-families-on-tiktok,ChildrenUnder13,Platform,Platform,Data Privacy Controls,Data Access,,,"VIEW_ONLY, NO_POSTING_CONTENT",NO_PROFILE,,"In the US, we accommodate those under the age of 13 in TikTok for Younger Users, a view-only experience with curated content and additional safety and privacy protections designed specifically for an under-13 audience. In this ecosystem, users can experience and make fun, creative, and even educational videos but cannot post those videos, comment on others' videos, message with others, or maintain a profile or followers."
TikTok17,TikTok,2021,Strengthening privacy and safety for youth on TikTok,https://newsroom.tiktok.com/en-us/strengthening-privacy-and-safety-for-youth,Teens (13-15),Platform,Platform,Data Privacy Controls,Data Access,,"VIDEOS_VISIBLE_ONLY_FOR_FOLLOWERS, NO_COMMENTING_FOR_EVERYONE_SETTING, COMMENT_ONLY_FOR_FRIENDS_OR_NOONE, DEFAULT_NO_PROFILE_SUGGESTIONS_TO_OTHERS, DEFAULT_NO_ACCOUNT_SUGGESTION",,DEFAULT_PRIVATE_PROFILE,,"With a private TikTok account, only someone who the user approves as a follower can view their videos. Tightening the options for commenting on videos created by those ages 13-15. These users can now choose between Friends or No One for their account; the Everyone comment setting is being removed. Setting ""Suggest your account to others"" to Off by default for users ages 13-15."
TikTok21,TikTok,2021,Our work to design an age-appropriate experience on TikTok,https://newsroom.tiktok.com/en-us/our-work-to-design-an-age-appropriate-experience-on-tiktok,ChildrenUnder13,Platform,Platform,Data Privacy Controls,Data Access,,,NO_POSTING_CONTENT,"NO_PROFILE, MINIMUM_AGE_12, SUSPENDING_SUSPECTED_UNDERAGE_ACCOUNTS",,"TikTok has a 12+ rating in the App Store which lets parents use device-level parental controls to block their teen from downloading the app. In the US, if someone enters a birthday that confirms they're under 13, they'll be directed into TikTok for Younger Users, a curated viewing experience with additional safeguards and privacy protections designed specifically for this audience.  When our safety team believes that an account may belong to an underage person, the account will be suspended."
TikTok21,TikTok,2021,Our work to design an age-appropriate experience on TikTok,https://newsroom.tiktok.com/en-us/our-work-to-design-an-age-appropriate-experience-on-tiktok,Teens (13-15),Platform,Platform,Data Privacy Controls,Data Access,,DEFAULT_PRIVATE_ACCOUNT,,,,automatically set accounts of users ages 13-15 to private by default.
TikTok25,TikTok,2021,Furthering our safety and privacy commitments for teens on TikTok,https://newsroom.tiktok.com/en-us/furthering-our-safety-and-privacy-commitments-for-teens-on-tiktok-us,Teens (13-15),Platform,Platform,Data Privacy Controls,Data Access,,"DEFAULT_PRIVATE_ACCOUNT, NO_SHARING_CONTENT_WITH_EVERYONE, POP_UP_QUESTION_WHO_CAN_WATCH_THEIR_VIDEOS, NO_DOWNLOADING_OF_THEIR_VIDEOS",,,,"Accounts aged 13-15 are set to private by default, and private accounts can choose to share their content with Followers or Friends, as the 'Everyone' setting is turned off. "
TikTok3,TikTok,2019,TikTok's Top 10 Tips for Parents,https://newsroom.tiktok.com/en-us/tiktoks-top-10-tips-for-parents,Teens (13-17),Parent/Teen,Parents & Teens,Data Privacy Controls,Data Access,,"PRIVATE_ACCOUNT, CONTROL_OVER_FOLLOWER_REQUESTS, CONTENT_VISIBLE_FOR_FOLLOWERS_ONLY, BLOCKING_USERS, NO_CHATTING_FOR_NON-FOLLOWERS, CONTROL_COMMENT_SETTINGS",,,,"By default, a TikTok account starts as public – but you can easily enable a private account in the privacy and safety settings. A private account means you can approve or deny follower requests, and only users you’ve approved as followers can see your content. Learn more about enabling a private account here."
TikTok30,TikTok,2022,Marking Data Privacy Day,https://newsroom.tiktok.com/en-us/marking-data-privacy-day,ChildrenUnder16,Platform,Platform,Data Privacy Controls,Data Access,,DEFAULT_PRIVATE_ACCOUNT,,,,Made an industry leading change to set accounts under age 16 to private by default
TikTok30,TikTok,2022,Marking Data Privacy Day,https://newsroom.tiktok.com/en-us/marking-data-privacy-day,Teens (16-17),Platform,Platform,Data Privacy Controls,Data Access,,DEFAULT_NO_DIRECT_MESSAGING,,,,Rolled out additional protective measures for teens including changing default DM settings for 16 and 17 year olds to ‘No One’
TikTok4,TikTok,2019,TikTok Parental Guide,https://newsroom.tiktok.com/en-us/tiktok-parental-guide,Teens (13-17),Platform/Teen,Platform & Teens,Data Privacy Controls,Data Access,,"PRIVATE_ACCOUNT, CONTROL_OVER_FOLLOWER_REQUESTS, CONTENT_VISIBLE_FOR_FOLLOWERS_ONLY",,,,"If you switch to a private account you can approve or deny follower requests, and only users you’ve approved as followers can see your content."
TikTok42,TikTok,2022,Helping families to have digital safety conversations,https://newsroom.tiktok.com/en-us/helping-families-to-have-digital-safety-conversations,Teens (13-17),Parents,Parents,Data Privacy Controls,Data Access,,CONTROL_PRIVACY_SETTING,,,,"Family Pairing allows parents and guardians to link their accounts with those of their teens and set a variety of privacy and safety controls, such as managing screen time limits, setting a teen's account to private, and deciding who can comment on their videos."
TikTok5,TikTok,2019,TikTok for Younger Users,https://newsroom.tiktok.com/en-us/tiktok-for-younger-users,ChildrenUnder13,Platform,Platform,Data Privacy Controls,Data Access,,"NO_SHARING_THEIR_VIDEOS, NO_FOLLOWERS, NO_SHARING_PERSONAL_INFORMATION",,,,"We accommodate users under the age of 13 in a limited app experience - ""TikTok for Younger Users"" - that introduces additional safety and privacy protections designed specifically for an audience that is under 13 years old. Within TikTok for Younger Users, users are provided a viewing experience that does not permit sharing of personal information and puts extensive limitations on content and user interaction. In this ecosystem, users cannot do things like share their videos, comment on others' videos, message with users, or maintain a profile or followers."
TikTok54_1,TikTok,2023,Updates to ads for teens and improved data control and transparency tools,https://ads.tiktok.com/business/en/blog/privacy-updates-improved-data-control-transparency-tools?acq_banner_version=73350443,Teens (13-17),Platform,Platform,Ads Personalization Settings,Monetization,,,,NO_PERSONALIZED_ADS,,"people in the European Economic Area, United Kingdom, and Switzerland aged 13 to 17 will no longer see personalized ads on TikTok based on their activities on or off TikTok."
TikTok54_1,TikTok,2023,Updates to ads for teens and improved data control and transparency tools,https://ads.tiktok.com/business/en/blog/privacy-updates-improved-data-control-transparency-tools?acq_banner_version=73350443,Teens (13-15),Platform,Platform,Ads Personalization Settings,Monetization,,,,NO_PERSONALIZED_ADS,,people in the United States aged 13 to 15 will no longer see personalized ads on TikTok based on their activities off TikTok
TikTok55,TikTok,2024,"TikTok CEO Shou Chew's Opening Statement - Senate Judiciary Committee Hearing on Online Child Sexual Exploitation Crisis - January 31, 2024",https://newsroom.tiktok.com/en-us/opening-statement-senate-judiciary-committee-hearing,ChildrenUnder16,Platform,Platform,Data Privacy Controls,Data Access,,"DEFAULT_PRIVATE_ACCOUNT, DEFAULT_NO_DOWNLOADING_THEIR_VIDEOS",,,,"First, direct messaging is not available to anyone under 16. Second, accounts for people under 16 are automatically set to private along with their content. Furthermore, their content cannot be downloaded. And will not be recommended to people they do not know."
TikTok60,TikTok,2024,Account settings,https://www.tiktok.com/safety/en/account-settings,ChildrenUnder16,Platform,Platform,Data Privacy Controls,Data Access,,"DEFAULT_PRIVATE_ACCOUNT, DEFAULT_NO_SUGGESTING_ACCOUNT_TO_OTHERS",,,,"By default, accounts for people under 16 are set to private at the start. The Suggest your account to others setting allows others to discover your account. By default, this feature for people under 16 is turned off, but you can change this in your Privacy settings"
TikTok63,TikTok,2025,Teen Safety Center,https://www.tiktok.com/safety/en/youth-portal-1,ChildrenUnder16,Platform,Platform,Data Privacy Controls,Data Access,,"DEFAULT_PRIVATE_ACCOUNT, DEFAULT_NO_SUGGESTING_ACCOUNT_TO_OTHERS, COMMENT_OPTIONS_FRIENDS_OR_NO_ONE, NO_GOING_LIVE",,,NO_RECOMMENDING_THEIR_VIDEOS,"Accounts are automatically set to private for 13-15 year-olds to help encourage safe and thoughtful digital habits. Your account is automatically set to private when you sign up for TikTok. You can change this later in your Privacy settings.
You can control and manage who can:
Follow your profile, depending on your Settings.
See your content, followers, and following lists, depending on your Settings.
No one can:
Duet, Stitch, or download your videos.
Send you direct messages.
Create stickers from your videos.
Only friends can comment on your videos. You can change this control to No one in your Settings.
Suggest your account to others is automatically set to Off. You can turn this on in Privacy settings.
Your content is ineligible for the For You feed.
You can watch TikTok LIVE but can't go LIVE or send a Gift during a LIVE."
TikTok67,TikTok,2025,Guardian's guide,https://www.tiktok.com/safety/en/guardians-guide,Teens (13-17),Platform/Parent/Teen,Platform & Parents & Teens,Data Privacy Controls,Data Access,,DEFAULT_PRIVATE_ACCOUNTS,,,,"All accounts for teens under 18 start out as private. Teens can choose to make their account public, and if you've linked your accounts, you can change this choice by using Family Pairing."
TikTok67,TikTok,2025,Guardian's guide,https://www.tiktok.com/safety/en/guardians-guide,Teens (13-17),Platform/Parent/Teen,Platform & Parents & Teens,Data Privacy Controls,Data Access,,PARENTAL_AUTHORITY_OVER_PRIVACY_SETTING,,,,"All accounts for teens under 18 start out as private. Teens can choose to make their account public, and if you've linked your accounts, you can change this choice by using Family Pairing."
YouTube19,YouTube,2019,Set your channel or video’s audience,https://support.google.com/youtube/answer/9527654?hl=en&co=GENIE.Platform%3DAndroid,ChildrenUnder13,General Creators & Platform,General Creators & Platform,Ads Personalization Settings,Monetization,,,,Ads Moderation,,"As a YouTube creator, you are required to set future and existing videos as made for kids or not. Even creators who don’t make content for kids need to set their audience. This will help ensure that we offer the appropriate features on your content."
YouTube24_4,YouTube,2023,Ads in YouTube Kids,https://support.google.com/youtubekids/answer/6130541?hl=en&ref_topic=12984398,ChildrenUnder13,Parents,Parents,Ads Personalization Settings,Monetization,,,,Ads Mod,,"YouTube Kids does have limited advertising. When your child selects a video in the app, your child may see an ad intro followed by a video ad—marked with “Ad” or ""Sponsored""—before the video you selected. "
YouTube29,YouTube,2020,Avoid restrictions on YouTube live streaming,https://support.google.com/youtube/answer/2853834?hl=en,ChildrenUnder13,Platform,Platform,Ads Personalization Settings,Monetization,,,,Ads Moderation,,
YouTube3,YouTube,2019,An update on kids and data protection on YouTube,https://blog.youtube/news-and-events/an-update-on-kids/,ChildrenUnder13,Platform,Platform,Ads Personalization Settings,Monetization,,,,"LIMITED_ADS, LIMITED_DATA_COLLECTION",,"This means that we will limit data collection and use on videos made for kids only to what is needed to support the operation of the service.

We will also stop serving personalized ads on this content entirely, and some features will no longer be available on this type of content, like comments and notifications. I"
YouTube38,YouTube,2021,What is a pre-teen supervised experience on YouTube?,https://support.google.com/youtube/answer/10314940?hl=en,ChildrenUnder13,Parents,Parents,Data Privacy Controls,Data Access,,,CHANGE_DEFAULT_SETTINGS,,,"Supervised accounts also change the features they can use, the default account settings, and the ads they see. "
YouTube40,YouTube,2021,"How ads work on YouTube for supervised accounts and content set as ""made for kids""",https://support.google.com/youtube/answer/9713557?hl=en,ChildrenUnder13,Platform,Platform,Ads Personalization Settings,Monetization,,,,Ads Settings,,"personalized targeting features are prohibited on YouTube for:

Google Accounts managed by Family Link for children under the age of 13 (or relevant age in your country), referred to here as supervised accounts
Content set as made for kids"
YouTube53,YouTube,2014,Tips & resources for teens,https://support.google.com/youtube/answer/2802244?hl=en,Teens (13-17),Teens (13-17),Teens,Data Privacy Controls,Data Access,,PRIVATE_VIDEO,,,," YouTube has features to help you limit who can view the videos you post. To help protect your privacy, you can set personal videos to ""private"" or ""unlisted."" "
YouTube6_1,YouTube,2014,Change video privacy settings,https://support.google.com/youtube/answer/157177?co=GENIE.Platform%3DDesktop&hl=en,Teens (13-17),Teens (13-17),Teens,Data Privacy Controls,Data Access,,,VIDEO_PRIVACY_SETTINGS,,,"The default video privacy setting for creators aged 13–17 is private. If you’re 18 or older, your default video privacy setting is set to public"
YouTube7,YouTube,2021,A new choice for parents of tweens and teens on YouTube,https://blog.youtube/news-and-events/supervised-experiences-for-families-on-youtube/,ChildrenUnder18,Platform,Platform,Ads Personalization Settings,Monetization,,,,LIMITED_ADS,,"When a parent grants access to YouTube, their child’s experience will feel much like regular YouTube, but certain features will be disabled to protect younger audiences. For example, we won't serve personalized ads or ads in certain categories. At launch, we'll also disable in-app purchases, as well as creation and comments features. Since self-expression and community are integral parts of YouTube and children's development, over time we'll work with parents and experts to add some of these features through an age-appropriate and parent controlled approach."
YouTube7_1,YouTube,2021,Exploration starts here,https://www.youtube.com/myfamily/,ChildrenUnder18,ChildrenUnder18,Teens,Data Privacy Controls,Data Access,,,"REQUEST_TO_ACCESS_OWN_INFORMATION, REQUEST_TO_DOWNLOAD_OWN_INFORMATION, REQUEST_TO_DELETE_OWN_INFORMATION",,,"Your child can manage and learn more about their YouTube privacy settings and controls under ""Your Data in YouTube in their account. This page includes a summary of their video and activity data and settings to manage this data. The page also details info on how their data is used to improve their YouTube experience, like reminding them what they’ve watched and giving recommendations."
YouTube7_1,YouTube,2021,Exploration starts here,https://www.youtube.com/myfamily/,ChildrenUnder13,Platform,Platform,Ads Personalization Settings,Monetization,,,,Ads Settings,,"To better protect children, ads in certain categories are prohibited and personalized ads are turned off. "
YouTube7_1,YouTube,2021,Exploration starts here,https://www.youtube.com/myfamily/,ChildrenUnder13,Platform,Platform,Ads Personalization Settings,Monetization,,,,Ads Settings,,Videos where the creator has told us there’s a paid product placement or endorsement in their video will be shown to supervised accounts on YouTube.
YouTube7_3_1_12_4,YouTube,2020,Ads & Google Accounts managed with Family Link,https://support.google.com/families/answer/7087279?hl=en&ref_topic=7336641,ChildrenUnder13,Platform,Platform,Ads Personalization Settings,Monetization,,,,Ads Settings,,Google will not personalize ads to children before they reach at least the applicable age in their country. 
YouTube7_8,YouTube,2019,Tips and tools for your family,https://www.youtube.com/kids/parent-resources/,ChildrenUnder13,Parents,Parents,Ads Personalization Settings,Monetization,,,,NO_PAID_ADS,,"Make YouTube Kids free of paid ads.
With a YouTube Premium membership, you can let your kids watch their favorite videos without paid advertisements and enable video downloading for when you're offline and on the go."
YouTube8,YouTube,2021,New safety and digital wellbeing options for younger people on YouTube and YouTube Kids,https://blog.youtube/news-and-events/new-safety-and-digital-wellbeing-options-younger-people-youtube-and-youtube-kids/,Teens (13-17),Platform,Platform,Data Privacy Controls,Data Access,,DEFAULT_PRIVATE_UPLOADS,,,,"Updating default privacy settings for younger people 
In the coming weeks, we’ll gradually start adjusting the default upload setting to the most private option available for users ages 13-17 on YouTube. With private uploads, content can only be seen by the user and whomever they choose. We want to help younger users make informed decisions about their online footprint and digital privacy, including encouraging them to make an intentional choice if they’d like to make their content public. If the user would like to make their content public, they can change the default upload visibility setting and we’ll provide reminders indicating who can see their video. "
YouTube8,YouTube,2021,New safety and digital wellbeing options for younger people on YouTube and YouTube Kids,https://blog.youtube/news-and-events/new-safety-and-digital-wellbeing-options-younger-people-youtube-and-youtube-kids/,Teens (13-17),Platform,Platform,Ads Personalization Settings,Monetization,,,,DISCLOSING_PAID_PROMOTIONS,,"On YouTube, we recently updated the disclosures that appear on “made for kids” content or supervised accounts on YouTube when a creator identifies that their video contains paid promotions. "
YouTube8,YouTube,2021,New safety and digital wellbeing options for younger people on YouTube and YouTube Kids,https://blog.youtube/news-and-events/new-safety-and-digital-wellbeing-options-younger-people-youtube-and-youtube-kids/,ChildrenUnder13,Platform,Platform,Ads Personalization Settings,Monetization,,,,NO_PAID_PLACEMENT,,"We've never allowed paid product placements in YouTube Kids, our destination for younger kids. "
YouTube8_2,YouTube,2021,For kids & families: What is paid promotion?,https://support.google.com/youtube/answer/10502576?p=ppp_kids&nohelpkit=1&visit_id=637575663099666513-2504708186&rd=1#zippy=%2Cwhat-does-this-mean-for-my-kid%2Cwhats-a-paid-product-placement-sponsorship-and-endorsement,ChildrenUnder13,Platform,Platform,Ads Personalization Settings,Monetization,,,,DISCLOSING_PAID_PROMOTIONS,,"symbol pop up  when there’s a paid promotion. There may also be text that says “This channel got money or free things to make this video” or ""Includes paid promotion."" This means that whoever made the video might get money or free goods from a company.
Paid product placements: Videos created for a company or business in exchange for money, free products, or free services. Also, videos where that company or business’s brand, message, or product is included directly in the content. The company has given the creator money or free products to make the video.
Endorsements: Videos created for an advertiser or marketer that contain a message that reflects the opinions, beliefs, or experiences of the creator or endorsing party.
Sponsorships: Videos that have been financed in whole or in part by a company, without including the brand, message, or product directly into the content. Instead, the brand, message, or sponsored product may be promoted during a brief video intermission. For example, a creator might film a video where they paint a picture but take a short break to promote their video sponsor’s new product."
